source,target
Joseph Mountford,Thomas Williams
James Otis,Samuel Adams
Enoch Brown,Herman Brimmer
Samuel Barrett,William Gould
Joseph Eaton,Nathaniel Bradlee
Edward Howe,Samuel Foster
Benjamin Church,John Avery
Gilbert Ash,Richard Pulling
Gilbert Colesworthy,John Hooton
Gilbert Ash,John Marlton
Joseph Warren,Thomas Hitchborn
Henry Prentiss,Josiah Bradlee
Mr Chadwell,Thomas Chase
John Pitts,Thomas Marshall
Nathaniel Appleton,Thomas Urann
John Spurr,Joseph Roby
George Hewes,James Starr
John Hooton,Joseph Palmer
John Matchett,William Dennie
Josiah Wheeler,Robert Davis
Cyrus Baldwin,Edward Proctor
John Prince,Josiah Wheeler
Joseph Eaton,Nathaniel Greene
Thomas Hunstable,Thomas Young
Ezekiel Cheever,John Symmes
Edward Cailleteau,Paul Revere
Edward Proctor,Thomas Bolter
Edward Burbeck,Gilbert Ash
Joseph Lee,Nicholas Campbell
Abraham Hunt,Thomas Bradlee
Samuel Sprague,William Hendley
Henry Bass,John Hooton
Capt Cazneau,Nathaniel Appleton
Elias Parkman,Thomas Tileston
Martin Brimmer,William Whitwell
Asa Stoddard,Caleb Champney
Samuel Hobbs,Thomas Young
Gilbert Colesworthy,John Crane
Benjamin Simpson,Edward Dolbear
John Marson,Nat Noyces
Benjamin Clarke,Lendall Pitts
John Randall,Thomas Machin
Edward Burbeck,William McAlpine
Joseph Lee,Thomas Melville
Gibbens Sharp,John Winthrop
Moses Grant,Nathaniel Holmes
Samuel Emmes,Thomas Young
Thomas Kimball,William Hoskins
Gilbert Ash,Hugh Brown
Henry Bass,Joseph Eaton
John Cochran,John Prince
Daniel Ingersoll,Joseph Palmer
John Phillips,Samuel Peck
Edward Proctor,John Bradford
Robert Sessions,Samuel Sprague
George Hewes,William Molineux
Joseph Shed,Nathaniel Bradlee
Henry Bass,Thomas Moore
John Lowell,Thomas Chase
James Bewer,Joseph Eayres
Benjamin Burton,Joseph Lee
Benjamin Clarke,Daniel Ingersoll
Eben Johnston,Samuel Adams
Benjamin Church,Richard Boynton
Archibald MacNeil,William Hendley
John Gammell,Paul Revere
Eliphelet Newell,Joseph Roby
Joseph Webb,Samuel Peck
Elisha Story,Thomas Hitchborn
Thomas Kimball,Thomas Young
John Ballard,John Merrit
Ezekiel Cheever,John Adams
Nathaniel Willis,Stephen Bruce
John Jenkins,John Marlton
Joseph Mountford,Phineas Stearns
Jeremiah Williams,Joseph Lee
Nathaniel Barber,Pierce Isaac
Henry Bass,William Hendley
Isaac Pearce,Samuel Emmes
Elisha Story,George Hewes
John Phillips,William Palfrey
David Kinnison,Samuel Barnard
Joseph Warren,Newn Greenough
Gershom Collier,Nathaniel Greene
Anthony Morse,Samuel Howard
Abiel Ruddock,Thomas Kimball
Nathaniel Appleton,William Greenleaf
Joseph Eayres,William Phillips
Richard Hunnewell,Robert Sessions
Elias Parkman,John Lowell
Ambrose Ferrell,William Palfrey
Abraham Hunt,Gershom Collier
Benjamin Simpson,Moses Grant
Eben Symmes,Samuel White
John Marson,Moses Gill
Jeremiah Williams,William Pierce
Archibald MacNeil,James Swan
Thomas Bolter,Thomas Porter
Edward Potter,Seth Chipman
John Ballard,John Matchett
Abiel Ruddock,Samuel Barrett
James Graham,Joseph Warren
Samuel Moody,Samuel Peck
Elisha Story,Samuel Emmes
Anthony Morse,Richard Hunnewell
Edward Dolbear,John Crane
Benjamin Church,John Lowell
John Phillips,Richard Pulling
Samuel Cooper,Thomas Dawes
James Bewer,Joseph Payson
Caleb Davis,Thomas Young
Joseph Eayres,Lendall Pitts
Benjamin Edes,Benjamin Kent
Matthew Loring,William Etheridge
Abraham Hunt,John Hooton
John Hicks,Nicholas Campbell
Gershom Collier,James Starr
John Sigourney,William Hoskins
Samuel Pitts,Thomas Chase
John Hooton,Joseph Eayres
Capt MacKintosh,Samuel Barnard
Samuel Gore,Samuel Howard
Amos Lincoln,John Crane
Josiah Bradlee,Samuel Barnard
Gershom Collier,Josiah Wheeler
John Pitts,Jos Brackett
Isaac Pearce Jr,Joseph Greenleaf
Jonathan Mason,Samuel Pitts
Abiel Ruddock,Ezekiel Cheever
Charles Jarvis,Henry Bass
Benjamin Simpson,James Foster Condy
Samuel Hammond,Eckley
Gilbert Ash,William Palfrey
Ebenezer Stevens,Henry Bass
John Brown,Jonathan Williams
James Swan,Joseph Shed
Joseph Mountford,Thomas Urann
Benjamin Church,Nathaniel Holmes
George Bray,William McAlpine
Benjamin Waldo,Enoch Brown
Eben Symmes,Joseph Warren
George Bray,Wait Gray
Joseph Warren,Nathaniel Holmes
Benjamin Waldo,Sam Partridge
Fortesque Vernon,Henry Broomfield
Adam Collson,John Sigourney
Benjamin Burt,Dr Allen
Eliphelet Newell,Josiah Bradlee
Benjamin Burt,Thomas Urann
Amos Lincoln,Thomas Hunstable
Nathaniel Frothingham,Thomas Bradlee
James Foster Condy,Samuel Barnard
Benjamin Clarke,Joseph Palmer
Eben Johnston,Samuel Austin
Thomas Bradlee,Thomas Melville
Richard Boynton,Thomas Marshall
Edward Howe,Robert Sessions
Thomas Crafts,Nicholls
James Foster Condy,Samuel Barrett
Daniel Ingersoll,Ebenezer Stevens
Benjamin Waldo,John Pitts
John Avery,Richard Boynton
John Cochran,Phineas Stearns
Enoch Brown,John Hancock
John Jenkins,Jefferds
Benjamin Burton,Samuel Barnard
Daniel Ingersoll,Thomas Young
Newn Greenough,Samuel Whitwell
Amos Lincoln,Edward Howe
Job Prince,William Greenleaf
Elisha Story,William Hoskins
Fortesque Vernon,Jonathan Mason
Elisha Story,John Merrit
John Boit,John Symmes
Joseph Warren,Thomas Urann
Edward Howe,James Foster Condy
Samuel Peck,Nicholls
Fortesque Vernon,John Bradford
Nathaniel Holmes,Thomas Chase
Eben Hancock,William Greenleaf
Robert Davis,Robert Sessions
Edward Proctor,Moses Grant
Ambrose Sloper,Samuel Barrett
Jonathan Williams,Sam Partridge
John Hoffins,Samuel Peck
Philip Tabor,Seth Chipman
James Bewer,Thomas Chase
Ezra Collins,Josiah Flagg
Matthew Loring,Paul Revere
Ezekiel Cheever,Joseph Eayres
John Hicks,Samuel Fenno
Elisha Story,Nathaniel Holmes
Sam Partridge,William Phillips
Isaac Pearce,Joseph Warren
Benjamin Austin,Newn Greenough
Eben Symmes,Thomas Peck
Eliphelet Newell,Thomas Bradlee
Joseph Roby,Samuel Barnard
Gilbert Colesworthy,Joseph Palmer
Phillip Lewis,Wait Gray
Capt Cazneau,James Swan
Nathaniel Willis,Samuel Barnard
Henry Purkitt,Joshua Wyeth
Adam Collson,Josiah Bradlee
Samuel Howard,Thomas Spear
Capt Cazneau,Nathaniel Barber
Dr Allen,Ezekiel Cheever
Henry Prentiss,John Peters
John May,Thomas Melville
John Gammell,William Russell
Peter Doyle,Samuel Peck
Edward Cailleteau,Samuel Moody
Edward Davis,Thomas Roylson
Samuel Fenno,Samuel Peck
John Gammell,Samuel Sprague
Hugh Brown,John Phillips
Archibald MacNeil,Ebenezer Stevens
Joseph Palmer,Nicholas Campbell
Anthony Morse,Joseph Eayres
Archibald MacNeil,David Kinnison
Benjamin Clarke,William Hendley
Caleb Davis,Elias Parkman
Peter Doyle,Philip Tabor
John Cochran,Nathaniel Greene
Bos Foster,James Foster Condy
Ezekiel Cheever,William Molineux
Archibald MacNeil,Gershom Collier
Amos Lincoln,Benjamin Burton
Robert Sessions,Thomas Melville
Enoch Brown,Samuel Barrett
Archibald MacNeil,Robert Sessions
Nathaniel Bradlee,Thomas Machin
Benjamin Burt,James Swan
Samuel Whitwell,William Greenleaf
Amos Lincoln,Joseph Eaton
Eliphelet Newell,Paul Revere
John Phillips,Thomas Webster
Charles Jarvis,Samuel Adams
James Ivers,Joseph Greenleaf
John Randall,John Russell
Jeremiah Williams,Josiah Wheeler
Ezekiel Cheever,Newn Greenough
Josiah Bradlee,Samuel Fenno
Nicholas Campbell,Samuel Cooper
James Swan,William Hickling
William Gould,William Wingfield
Ambrose Sloper,Thomas Urann
James Seward,Paul Revere
Edward Proctor,Martin Brimmer
Henry Bass,Samuel Barrett
Ezra Collins,Gilbert Ash
Lendall Pitts,Samuel Sprague
Matthew Loring,Nathaniel Barber
Abraham Hunt,Samuel Fenno
Asa Stoddard,William Molineux
Benjamin Simpson,John Cochran
John Jenkins,Phillip Marett
Samuel Hobbs,William Pierce
Ambrose Sloper,Hugh Brown
Thomas Hitchborn,William Hickling
Abiel Ruddock,Perez Morton
Asa Stoddard,William Dennie
Samuel Cooper,Thomas Bradlee
Nathaniel Greene,Thomas Young
Jonathan Hunnewell,Thomas Porter
Capt Cazneau,Perez Morton
John Spurr,Thomas Spear
Nathaniel Greene,Robert Davis
Caleb Davis,Edward Davis
Elisha Story,Thomas Moore
James Ivers,Oliver Wendell
Anthony Morse,Thomas Machin
John Pitts,Samuel Whitwell
Ambrose Sloper,William Burbeck
James Foster Condy,John Cochran
Elisha Story,Thomas Machin
Henry Prentiss,John Hicks
Samuel Phillips,Thomas Fleet
Eliphelet Newell,John Spurr
Bos Foster,Edward Proctor
Henry Prentiss,Samuel Sprague
Edward Proctor,Mr Chadwell
John Pulling,Richard Palms
Gershom Collier,Joseph Shed
Henry Prentiss,William Etheridge
Jeremiah Williams,Samuel Fenno
Jeremiah Williams,John Crane
William Greenleaf,William Molineux
Alexander Hill,Josiah Quincy
Benjamin Simpson,Joseph Lee
George Trott,Henry Bass
Edward Proctor,Herman Brimmer
David Bradlee,Joseph Eayres
James Bewer,Robert Sessions
James Ivers,John Winthrop
Nathaniel Bradlee,Thomas Melville
Joseph Palmer,Samuel Hobbs
Gershom Collier,Samuel Howard
Isaac Pearce Jr,Thomas Kimball
Ezekiel Cheever,William Breck
Phillip Lewis,Thomas Crafts
Moses Grant,Nat Noyces
Abraham Hunt,Josiah Wheeler
Caleb Champney,Thomas Chase
Ambrose Ferrell,Henry Welles
Dr Allen,Thomas Urann
Edward Jarvis,John Whitten
Samuel Moody,Walter Kerr
Anthony Morse,Henry Bass
Ezekiel Cheever,John Hancock
John Bradford,Jonathan Williams
Joseph Mountford,William Russell
Gilbert Colesworthy,John Spurr
Moses Grant,William Hoskins
Moses Grant,Thomas Moore
Samuel Gore,Thomas Urann
Richard Hunnewell,Thomas Melville
Gabriel Johonnott,William Molineux
John Spurr,Samuel Foster
John Hancock,Thomas Roylson
Adam Collson,Thomas Hunstable
Adam Collson,Samuel Emmes
Joseph Greenleaf,William Greenleaf
Capt MacKintosh,James Bewer
John Pulling,Richard Boynton
Joseph Eayres,Nathaniel Willis
Joshua Wyeth,William Etheridge
James Bewer,Josiah Wheeler
James Seward,John Whitten
Henry Bass,Samuel Howard
Joseph Shed,William Russell
Edward Dolbear,John Spurr
Joseph Eayres,Thomas Chase
Samuel Peck,Stephen Bruce
John Peters,John Randall
Gibbens Sharp,William Dennie
Ebenezer Stevens,Edward Proctor
Gershom Collier,Jonathan Hunnewell
Capt MacKintosh,William Etheridge
Job Prince,John Pulling
Gilbert Colesworthy,Phineas Stearns
Jeremiah Williams,Paul Revere
Edward Proctor,Peter Slater
Elisha Story,Jeremiah Williams
Fortesque Vernon,John Pulling
Edward Burbeck,William Burbeck
George Bray,Henry Stanbridge
Elisha Story,Lendall Pitts
Nicholas Campbell,Samuel Foster
John Boit,Joseph Greenleaf
Benjamin Burton,Thomas Melville
Caleb Davis,Cyrus Baldwin
Jonathan Parker,Nathaniel Barber
Cyrus Baldwin,Samuel Pitts
Josiah Wheeler,Samuel Hobbs
John Symmes,Joseph Warren
Dr Allen,Thomas Peck
Abiel Ruddock,William Whitwell
Henry Welles,Samuel Moody
Benjamin Burt,Joseph Warren
William Dennie,William Mackay
Thomas Peck,William Molineux
Thomas Crafts,William McAlpine
Elisha Callendar,William Gould
Ezekiel Cheever,Oliver Wendell
David Bradlee,Samuel Peck
Seth Chipman,Nicholls
Caleb Davis,Peter Boyer
John Sigourney,Joseph Greenleaf
John Spurr,William Molineux
Jonathan Hunnewell,Lendall Pitts
Jonathan Hunnewell,William Hendley
John Hicks,Nathaniel Barber
John Sigourney,William Breck
Robert Davis,Thomas Machin
John Brown,Samuel Austin
Charles Jarvis,William Greenleaf
Edward Burbeck,James Seward
Samuel Dexter,William Cooper
Edward Burbeck,Edward Cailleteau
Joseph Greenleaf,Oliver Wendell
Joseph Warren,William Hoskins
Samuel Fenno,Samuel Gore
Thomas Spear,William Etheridge
Matthew Loring,Stephen Bruce
Fortesque Vernon,Samuel Whitwell
Samuel Barnard,Thomas Porter
Joseph Palmer,Samuel Cooper
John Marson,John Winthrop
Edward Cailleteau,Samuel Peck
Peter Slater,Stephen Bruce
Newn Greenough,William Davis
Joshua Wyeth,William Pierce
John May,Thomas Urann
John Peters,Samuel Sprague
David Kinnison,George Hewes
Thomas Chrysty,Thomas Tileston
John Peters,Thomas Spear
Jonathan Stoddard,Nathaniel Barber
John Adams,Thomas Young
Samuel Peck,William Bell
Nathaniel Willis,Thomas Bradlee
Jeremiah Williams,John Hicks
Joseph Mountford,Thomas Chase
Jonathan Mason,William Phillips
Ebenezer Stevens,Thomas Spear
Benjamin Church,Martin Brimmer
Thomas Williams,William Russell
Adam Collson,Thomas Chase
Cyrus Baldwin,Samuel Whitwell
Thomas Urann,William Molineux
Edward Cailleteau,George Bray
Moses Grant,Thomas Bolter
Elias Parkman,John Ballard
Alexander Inglish,Philip Tabor
Richard Boynton,Robert Pierpont
Nathaniel Bradlee,Thomas Moore
Elisha Story,Thomas Kimball
John Merrit,William Hoskins
Jeremiah Williams,Jonathan Parker
Henry Purkitt,John Gammell
Ezekiel Cheever,John Boit
Benjamin Clarke,Joseph Mountford
Henry Bass,Thomas Bolter
Matthew Loring,Nicholas Campbell
John Gammell,Joseph Shed
James Starr,Samuel Foster
Benjamin Church,Gabriel Johonnott
John Merrit,Joseph Warren
Elias Parkman,William Phillips
Adam Collson,Nathaniel Barber
Eliphelet Newell,Nathaniel Frothingham
Samuel Austin,William Powell
Eben Johnston,William Phillips
Paul Revere,Samuel Dexter
John Peters,John Prince
Abraham Hunt,Joseph Eayres
James Bewer,Samuel Howard
Benjamin Edes,Elisha Story
Edward Jarvis,John Jenkins
Gershom Collier,Samuel Peck
Elisha Callendar,John Jenkins
Archibald MacNeil,Henry Purkitt
Herman Brimmer,Samuel Austin
Ezekiel Cheever,John Avery
Eben Symmes,Richard Palms
Gibbens Sharp,John Merrit
Elisha Story,Nathaniel Bradlee
Jonathan Stoddard,William Hickling
Henry Bass,Martin Brimmer
Israel Obear,James Graham
Henry Stanbridge,Moses Deshon
James Ivers,Richard Boynton
Joseph Warren,Moses Grant
Nicholas Campbell,William Pierce
John Hoffins,Philip Tabor
Anthony Morse,Edward Howe
Benjamin Waldo,Cyrus Baldwin
Samuel Foster,Thomas Hunstable
John Adams,Thomas Chrysty
Benjamin Church,Richard Palms
Thomas Urann,Thomas Williams
Adam Collson,Phineas Stearns
James Foster Condy,Nathaniel Greene
John Phillips,William Burbeck
Nathaniel Barber,Perez Morton
Gibbens Sharp,Henry Bass
Ebenezer Stevens,Elisha Story
Henry Broomfield,James Ivers
John Hooton,Moses Grant
Nathaniel Appleton,Thomas Chase
Jeremiah Williams,Joseph Roby
Thomas Hunstable,William Etheridge
Samuel Barnard,William Pierce
Daniel Ingersoll,Joseph Lee
Jonathan Mason,Oliver Wendell
Edward Proctor,Henry Prentiss
Adam Collson,Samuel Hammond
Edward Proctor,Samuel Adams
Richard Pulling,William McAlpine
Abiel Ruddock,Richard Boynton
Cyrus Baldwin,Samuel Barrett
John Brown,Thomas Chase
John Adams,Thomas Kimball
John Pitts,Joseph Greenleaf
Jonathan Parker,Thomas Hunstable
Nathaniel Willis,Thomas Machin
Nathaniel Bradlee,Thomas Spear
Edward Dolbear,George Hewes
John Winthrop,Samuel Barrett
Henry Broomfield,John Marson
Benjamin Simpson,James Bewer
Joseph Greenleaf,Samuel Barrett
Benjamin Church,Caleb Davis
Elisha Story,John Matchett
Samuel Gore,Thomas Melville
Josiah Quincy,William Cooper
Elias Parkman,Jonathan Stoddard
George Hewes,John Gammell
Benjamin Burt,Gibbens Sharp
Benjamin Simpson,James Starr
Lendall Pitts,Nicholas Campbell
John Symmes,Thomas Peck
Benjamin Simpson,Samuel Howard
Benjamin Clarke,David Bradlee
Caleb Hopkins,Eben Johnston
John Peters,Thomas Porter
Benjamin Church,John Marson
Amos Lincoln,John Russell
Eliphelet Newell,Samuel Cooper
Phillip Marett,Thomas Crafts
Fortesque Vernon,Nathaniel Barber
Jonathan Hunnewell,Samuel Barnard
Joseph Webb,Josiah Flagg
John Phillips,Moses Deshon
James Graham,Walter Kerr
Cyrus Baldwin,John Marson
John Bradford,Thomas Marshall
Isaac Pearce,John Adams
James Seward,Josiah Flagg
Capt Cazneau,Samuel Adams
Samuel Barnard,Samuel Hobbs
Benjamin Simpson,Thomas Bolter
George Bray,Moses Deshon
John Randall,Phineas Stearns
John Merrit,John Pulling
Anthony Morse,Gilbert Colesworthy
John Cochran,Samuel Hammond
Elias Parkman,William Molineux
Ezekiel Cheever,William Dennie
Amos Lincoln,Elisha Story
Matthew Loring,William Russell
Caleb Hopkins,Nathaniel Barber
Caleb Davis,Samuel Barrett
Hugh Brown,John Whitten
George Hewes,Thomas Young
Paul Revere,William Palfrey
John Gammell,William Etheridge
Benjamin Burton,Joseph Mountford
Elias Parkman,Thomas Chase
George Hewes,Thomas Williams
Henry Welles,William Ham
David Bradlee,Nathaniel Barber
James Swan,Joseph Eayres
Eben Hancock,Moses Grant
Bos Foster,John Marson
Matthew Loring,Thomas Young
Dr Allen,Eben Symmes
Gabriel Johonnott,John Adams
Nathaniel Barber,Robert Sessions
Phillip Lewis,Samuel Moody
John Boit,Paul Revere
Joseph Mountford,Robert Davis
James Starr,Joseph Eaton
John Hancock,Joseph Eayres
James Foster Condy,John Ballard
John Marson,Jonathan Mason
Henry Purkitt,Thomas Chase
Joseph Webb,Thomas Webster
Henry Purkitt,Joseph Shed
John Russell,Josiah Bradlee
Joseph Field,Stephen Cleverly
Alexander Inglish,James Seward
Samuel Fenno,Thomas Urann
Alexander Hill,Samuel Adams
John Randall,Samuel Foster
Benjamin Burt,John Sigourney
Peter Slater,William Russell
Abraham Hunt,William Molineux
Benjamin Church,Robert Pierpont
Nathaniel Bradlee,Nathaniel Frothingham
David Bradlee,John Cochran
John Gammell,Thomas Bradlee
Caleb Champney,Nathaniel Holmes
James Foster Condy,William Phillips
Eben Johnston,John Avery
Cyrus Baldwin,John Brown
Adam Collson,Nathaniel Willis
Hugh Brown,John Marlton
John Marlton,Thomas Urann
John Ballard,Mr Chadwell
Asa Stoddard,James Swan
Nathaniel Frothingham,Samuel Howard
Henry Welles,Joseph Field
Josiah Wheeler,Samuel Cooper
Henry Bass,John Peters
Henry Bass,Thomas Young
James Bewer,Thomas Urann
Abraham Hunt,Samuel Howard
Josiah Wheeler,Thomas Bradlee
John Crane,Nicholas Campbell
Jonathan Williams,Newn Greenough
John Adams,Moses Grant
Samuel Cooper,William Etheridge
Thomas Webster,William McAlpine
Asa Stoddard,Gabriel Johonnott
John Boit,William Breck
Mr Chadwell,Samuel Emmes
Henry Purkitt,William Etheridge
John Randall,Nathaniel Barber
Ambrose Sloper,James Graham
Benjamin Burton,Benjamin Clarke
Joseph Warren,Samuel Pitts
Joseph Eaton,Joseph Roby
Charles Jarvis,James Ivers
Joseph Roby,Nathaniel Frothingham
John Hooton,Thomas Bradlee
David Bradlee,Joseph Lee
Asa Stoddard,Thomas Chase
Gabriel Johonnott,John Lowell
Benjamin Burt,Henry Bass
John Hooton,John Spurr
Edward Proctor,John Pulling
John Winthrop,Thomas Kimball
Alexander Hill,Richard Boynton
Nathaniel Greene,Eckley
John Winthrop,Joseph Greenleaf
Phillip Marett,William Palfrey
John Crane,Samuel Howard
Benjamin Burt,Samuel Adams
Gershom Collier,Paul Revere
Samuel Barnard,Thomas Hunstable
Israel Obear,Peter Doyle
John Cochran,Nathaniel Frothingham
Charles Jarvis,John Brown
Josiah Flagg,William Ham
Joseph Mountford,Samuel Sprague
Amos Lincoln,Samuel Hammond
Amos Lincoln,David Kinnison
Peter Boyer,Thomas Marshall
Eliphelet Newell,Samuel Howard
John Spurr,Thomas Machin
James Foster Condy,Thomas Porter
Ebenezer Stevens,Joseph Mountford
Elisha Callendar,Phillip Marett
Increase Blake,Walter Kerr
James Graham,William Gould
Henry Prentiss,Nathaniel Bradlee
Paul Revere,Thomas Bolter
Joseph Eayres,Thomas Porter
Benjamin Simpson,John Hooton
Edward Howe,Josiah Bradlee
Archibald MacNeil,Samuel Barnard
Edward Jarvis,Nicholls
Joshua Wyeth,Moses Grant
Edward Dolbear,William Molineux
John Winthrop,Samuel Austin
Stephen Bruce,William Etheridge
Caleb Hopkins,Job Prince
Joseph Greenleaf,Thomas Kimball
Alexander Hill,Joseph Greenleaf
Isaac Pearce Jr,Paul Revere
Abiel Ruddock,Caleb Champney
Amos Lincoln,Nathaniel Willis
Capt MacKintosh,John Russell
Gibbens Sharp,Thomas Hitchborn
John Winthrop,Perez Morton
John Jenkins,Thomas Milliken
Nathaniel Bradlee,Thomas Porter
James Otis,Richard Boynton
Benjamin Austin,John Bradford
John Hoffins,William Wingfield
Edward Proctor,Thomas Kimball
Abiel Ruddock,Thomas Urann
James Swan,Nathaniel Barber
Joseph Payson,Joshua Wyeth
David Bradlee,James Foster Condy
Peter Doyle,Phillip Lewis
Hugh Brown,William Ham
Job Prince,Martin Brimmer
Jonathan Stoddard,William Hoskins
Paul Revere,William Hoskins
Henry Bass,James Ivers
Fortesque Vernon,William Davis
David Bradlee,Gilbert Colesworthy
Eben Hancock,Samuel Pitts
Daniel Ingersoll,Samuel Sprague
Joseph Warren,Samuel Peck
Adam Collson,Lendall Pitts
David Bradlee,Thomas Urann
Bos Foster,Enoch Brown
Edward Jarvis,George Bray
John Cochran,Thomas Machin
Nathaniel Frothingham,Richard Hunnewell
John Crane,Robert Sessions
Joseph Eaton,Thomas Chase
Joseph Webb,Richard Pulling
Phineas Stearns,Stephen Bruce
Gabriel Johonnott,James Swan
Jos Brackett,Thomas Chase
Hugh Brown,Walter Kerr
Ebenezer Stevens,Joseph Payson
Ebenezer Stevens,Henry Purkitt
James Foster Condy,Joseph Lee
Henry Purkitt,Nathaniel Bradlee
Nathaniel Holmes,Thomas Chrysty
Jeremiah Williams,Lendall Pitts
Samuel Austin,Thomas Marshall
Henry Prentiss,James Foster Condy
Mr Chadwell,William Hickling
Joseph Greenleaf,Thomas Urann
Asa Stoddard,Perez Morton
Elisha Story,Joseph Eayres
John Sweetser,Joseph Greenleaf
Benjamin Clarke,Ebenezer Stevens
Thomas Chrysty,Thomas Peck
John Merrit,Mr Chadwell
John Hooton,Thomas Chase
Daniel Ingersoll,John Hooton
